"WORD","POS"
"د زکام دارو مې په کار دى","Sentence"
"د نس دارو مې په کار دى","Sentence"
"چترۍ مې په کار دى","Sentence"
"د پوستې کارت مې په کار دى","Sentence"
"د پوستې ټکټ مې  په کار دى","Sentence"
"کاغذ مې په کار دى","Sentence"
"قلم مې په کار دى","Sentence"
"پښتو ژبې کتابونه مې په کار دې","Sentence"
"پښتو ژبې مجلې مې په کاردې","Sentence"
"پښتو ژبې ورځپاڼه مې په کر دې","Sentence"
"پښتو  انګليسي سيندګى مې په کار دې","Sentence"
"ګاډى په کرايه اخيستل غواړم","Sentence"
"بيمه اخيستى شم؟","Sentence"
"يو لوريځ","Sentence"
"تمځاى","Adjective"
"زه ګرم نه يم","Sentence"
"چېرته مې بيايې؟","Sentence"
"زه مو ونيولم؟","Sentence"
"سم سره پوه نه شوو","Sentence"
"زه پاکستانې سفارتخانې سره غږېدل غواړم","Sentence"
"له قانون پوه سره غږېدل غواړم","Sentence"
"اوس تشه جرمانه درکم؟","Sentence"
"موږ پیسی قرض کړي","Sentence"
"حيرانيدل","Verb"
"هر کاره","Adjective"
"هیله کوم","Sentence"
"ستړی مشی","Sentence"
"کور ودان","Sentence"
"سترګې دی خایسته دي","Sentence"
"صحت دې ښه دی؟","Sentence"
"نيکۀ","Noun"
"قلعه","Abbreviation"
"محل","Noun"
"لکلو والا","Abbreviation"
"استاذ","Noun"
"هلک توب","Verb"
"علم","Abbreviation"
"خور او ورور","Noun"
"ګځ","Adjective"
"ځانګړی","Adjective"
"غاښونه","Noun"
"شنل","Verb"
"زړګۍ","Abbreviation"
"نيورۍ، روشن دان","Abbreviation"
"سماو","Noun"
"بوتل","Noun"
"چپړه","Noun"
"درنجل","Abbreviation"
"لېشه","Adjective"
"تشويق کول","Verb"
"بے احترامي کول","Verb"
"څېړنه","Noun"
"ټايپول","Verb"
"بے شک","Abbreviation"
"درجه په درجه","Abbreviation"
"ویشتل","Abbreviation"
"شکیدلی","Abbreviation"
"یو","Abbreviation"
"دوه","Abbreviation"
"دری","Abbreviation"
"څلور","Abbreviation"
"اړینه","Noun"
"سملاسي","Adjective"
"ویر","Noun"
"نو","Abbreviation"
"وړې","Adjective"
"جګ غږ","Abbreviation"
"انګیرل","Verb"
"جوش","Abbreviation"
"بادشاهی","Abbreviation"
"شیطان","Noun"
"زریعه","Abbreviation"
"وينزه","Noun"
"لېشه کول","Verb"
"غوول","Verb"
"لټېدل","Verb"
"خولمنډی","Noun"
"څښتنه","Noun"
"تا لېشه کوي","Sentence"
"سک","Verb"
"چکر","Noun"
"لېشه کېدل","Verb"
"ټوپن","Noun"
"کوني","Noun"
"انتاکشري","Noun"
"خرابول","Verb"
"ولېشت","Noun"
"ویجاړول","Verb"
"لېشتيا","Noun"
"سماوی","Noun"
"بوند","Noun"
"باړ کول","Verb"
"بېت","Noun"
"هېواد پالان","Noun"
"اړين","Adjective"
"هيوادپال","Noun"
"همنوږې پال","Noun"
"تش","Adverb"
"سكالو","Noun"
"غيڼ","Noun"
"کوس","Noun"
"هيوادپال","Adjective"
"هيوادپاله","Adjective"
"هېواد پالنه","Noun"
"پلارواکي","Noun"
"تښتول","Verb"
"بنديخانه","Noun"
"نوږى","Noun"
"کتنه","Noun"
"جوړونه","Noun"
"چوڼيا","Adjective"
"سرچینه","Noun"
"تود پټی","Noun"
"منبع","Noun"
"سپما غړي","Adjective"
"پر سد","Adjective"
"ردول","Verb"
"شنډول","Verb"
"خطرناک","Adjective"
"حکمت عملي","Adjective"
"چهال","Adjective"
"توکمواله","Noun"
"توکمپالنه","Noun"
"ودانول","Noun"
"هېوادپالان","Noun"
"ورور ولي","Noun"
"رور","Noun"
"ورور ولی","Noun"
"همنوږی پالنه","Noun"
"تکړښت","Noun"
"شننه","Noun"
"پوهنه","Noun"
"درملپوهنه","Noun"
"پنځپوهنه","Noun"
"دين پوهنه","Noun"
"ژوند پوهنه","Noun"
"تخنيک پوهنه","Noun"
"چړچه","Noun"
"کونه","Noun"
"همنوږې پاله","Noun"
"شنونكى","Noun"
"هېوادپاله","Noun"
"غو","Noun"
"بې مینې","Adjective"
"کلک اعتراض","Noun"
"نیول","Verb"
"نیول","Verb"
"نياوتون","Noun"
"مورواكي","Noun"
"ناوړ","Adjective"
"یستنه","Noun"
"مردي","Abbreviation"
"ګرځنده لرغږون","Noun"
"توکموال","Noun"
"ليکنی","Noun"
"ليکانی","Noun"
"وچکښی","Noun"
"نا اړين","Adjective"
"خوټه","Noun"
"موټک","Noun"
"موټک وهل","Verb"
"تی","Noun"
"ننه باسل","Abbreviation"
"خورول","Abbreviation"
"جرنده","Noun"
"الله","Noun"
"چنډال","Noun"
"ودانه","Adjective"
"وخ","Noun"
"ټولنه","Noun"
"سنډاسي","Noun"
"چپ شه","Verb"
"استراليا","Noun"
"ټاكنه","Noun"
"څېړنتون","Noun"
"ډګه","Noun"
"ستوګه","Noun"
"کوڅه ګرد","Noun"
"ګواښ","Noun"
"ښوونه","Noun"
"دوی","Noun"
"دوی ساز","Noun"
"پرمختيا","Noun"
"ژويال","Adjective"
"ګڼ هېواديز","Adjective"
"ټولنيز جال","Noun"
"سره شنه","Noun"
"بچی غورځول","Verb"
"بابکو","Noun"
"بادرو","Noun"
"پېښليک","Noun"
"دوه نوږى پال","Noun"
"دوه نوږى پاله","Noun"
"دوه نوږى پالان","Noun"
"دوه نوږى پالنه","Noun"
"پاتوړی","Noun"
"وګړواکي","Noun"
"کډوال","Noun"
"ګڼه وهل","Verb"
"ښاڅل","Verb"
"پردوی","Noun"
"پوردوی","Noun"
"پوردویه","Noun"
"وړ","Suffix"
"وړه","Suffix"
"غويز","Adjective"
"يز","Suffix"
"رښته","Noun"
"رښتې","Noun"
"غووړ","Adjective"
"اورپک","Noun"
"آرپوهه","Noun"
"آر","Noun"
"څاڅ","Noun"
"واکوال","Noun"
"ځواک","Noun"
"غويز ستونځ","Noun"
"ستونځ","Noun"
"بنډار","Noun"
"وييونه","Noun"
"بنډارځی","Noun"
"پلار","Abbreviation"
"بربنډتوب","Noun"
"غبرګون","Noun"
"ځاخ","Noun"
"ځاځ","Noun"
"کوونکی","Participles"
"کوونکی","Participles"
"کوونکې","Noun"
"کوونکی","Noun"
"پنځونې","Noun"
"تيغنه","Noun"
"غوي","Adjective"
"کرېشمه","Noun"
"هوایي ډګر","Noun"
"رېل/ اورګاډی","Noun"
"هړتال","Noun"
"تېږه","Noun"
"پروت","Verb"
"د جامو د وېنځلو مشین","Noun"
"پنځونه","Noun"
"صفر، هیڅ،بي معني","Noun"
"ځانګړې","Adjective"
"مينه","Noun"
"اخستنه","Abbreviation"
"نوږونه","Noun"
"جوړوونکی","Noun"
"هيله لرل","Verb"
"سولګر","Noun"
"ګڼیال","Adjective"
"ځاني","Adjective"
"ځاني ژوند","Noun"
"دا سانګه چال دے","Abbreviation"
"کډوال","Noun"
"سنګم","Noun"
"چابي","Noun"
"ويب پانړه","Noun"
"جرنده","Noun"
"شونتيا","Noun"
"چونګښه","Noun"
"ځمکي چنجي","Noun"
"غويي","Noun"
"مهرباني کول","Verb"
"حمايت کول","Verb"
"غيرقانوني","Adjective"
"ناروا","Adjective"
"ناجائز","Adjective"
"قرارداد","Noun"
"دولت","Abbreviation"
"ژرندګړی","Noun"
"شيطان ډوله کس","Noun"
"شرير کس","Noun"
"غيرسياسي","Adjective"
"پلټل","Verb"
"ليونی","Adjective"
"خورول","Verb"
"غلا","Verb"
"توري","Noun"
"خپرونه","Noun"
"ډيره مننه","Adjective"
"جنوبۍ پشتونخوا","Abbreviation"
"صوجي","Noun"
"استوزه","Noun"
"غړی","Noun"
"د مرغه شيدي","Abbreviation"
"بيسکټ","Abbreviation"
"مړۍ","Abbreviation"
"ريشتيا","Abbreviation"
"حقيقت","Abbreviation"
"چاپيريال","Abbreviation"
"چارواکي","Noun"
"چارواک","Noun"
"هوښ","Abbreviation"
"تګلاره","Abbreviation"
"شتون","Abbreviation"
"اړه","Abbreviation"
"تفریح","Noun"
"ځاځمن","Adjective"
"ځاځمنه","Adjective"
"مدني سرغړونې","Abbreviation"
"مدني ټولنه","Abbreviation"
"ژړوبه","Abbreviation"
"رسنۍ","Abbreviation"
"شتمنۍ","Abbreviation"
"زغم","Abbreviation"
"الوتکه","Noun"
"تور لګول","Noun"
"ځمکه","Noun"
"عابد","Verb"
"عادل","Verb"
"عالم","Noun"
"عالم","Noun"
"يبي اتل","Noun"
"يبي هېواد","Noun"
"يبي ځواک","Noun"
"وټیزه ستونزه","Noun"
"وټیز","Adjective"
"وټه","Noun"
"وټيزه","Adjective"
"سولمن","Adjective"
"وودي","Abbreviation"
"وودي","Noun"
"ښاغلی","ProNoun"
"دولت","Abbreviation"
"ژرندګړی","Noun"
"شيطان ډوله کس","Noun"
"شرير کس","Noun"
"غيرسياسي","Adjective"
"پلټل","Verb"
"ليونی","Adjective"
"خورول","Verb"
"غلا","Verb"
"توري","Noun"
"خپرونه","Noun"
"ډيره مننه","Adjective"
"جنوبۍ پشتونخوا","Abbreviation"
"صوجي","Noun"
"استوزه","Noun"
"غړی","Noun"
"د مرغه شيدي","Abbreviation"
"بيسکټ","Abbreviation"
"مړۍ","Abbreviation"
"ريشتيا","Abbreviation"
"حقيقت","Abbreviation"
"چاپيريال","Abbreviation"
"چارواکي","Noun"
"چارواک","Noun"
"هوښ","Abbreviation"
"تګلاره","Abbreviation"
"شتون","Abbreviation"
"اړه","Abbreviation"
"تفریح","Noun"
"ځاځمن","Adjective"
"ځاځمنه","Adjective"
"مدني سرغړونې","Abbreviation"
"مدني ټولنه","Abbreviation"
"ژړوبه","Abbreviation"
"رسنۍ","Abbreviation"
"شتمنۍ","Abbreviation"
"زغم","Abbreviation"
"الوتکه","Noun"
"تور لګول","Noun"
"ځمکه","Noun"
"عابد","Verb"
"عادل","Verb"
"عالم","Noun"
"عالم","Noun"
"يبي اتل","Noun"
"يبي هېواد","Noun"
"يبي ځواک","Noun"
"وټیزه ستونزه","Noun"
"وټیز","Adjective"
"وټه","Noun"
"وټيزه","Adjective"
"سولمن","Adjective"
"وودي","Abbreviation"
"وودي","Noun"
"ښاغلی","ProNoun"
"راکم","Abbreviation"
"دليل ويل","Abbreviation"
"شکايت","Abbreviation"
"نياوتوني","Adjective"
"نياوتوني سمښت","Noun"
"زياتون","Noun"
"پس","Adverb"
"دغه پس","Adverb"
"په ما پسې","Adverb"
"را پسې","Adverb"
"در پسې","Adverb"
"ور پسې","Adverb"
"همنوږي پالان","Noun"
"تپيدل","Abbreviation"
"پاپړتګ کول","Abbreviation"
"پاپړمزال کول","Abbreviation"
"تازا","Abbreviation"
"لاټ","Abbreviation"
"راسيدول","Abbreviation"
"راسيد","Abbreviation"
"له سره","Abbreviation"
"لاريون","Noun"
"ځوريدل","Abbreviation"
"بدلون","Abbreviation"
"پوښتنه","Abbreviation"
"تنګ","Abbreviation"
"تيرول","Abbreviation"
"قتل عام","Abbreviation"
"بي نومه","Abbreviation"
"يرغل","Abbreviation"
"بلا","Abbreviation"
"لمړي مقرار شوي","Abbreviation"
"مودير","Abbreviation"
"مشر","Abbreviation"
"تاثير لرل","Abbreviation"
"په تشريح ډول","Abbreviation"
"ليدل","Abbreviation"
"ليدا","Abbreviation"
"يو ځايي","Abbreviation"
"يو ځاي","Abbreviation"
"په ځير ليدل","Abbreviation"
"کنډوالي","Noun"
"نښتر","Noun"
"بي ترفه","Adverb"
"رګ","Noun"
"اشاره كول","Verb"
"رجوع كول","Verb"
"الوتل","Verb"
"پټول","Verb"
"يادوونی","Adjective"
"ګوتڅنډنه","Noun"
"دپكه","Noun"
"بایلل","Verb"
"ګړدود","Noun"
"ګړدودونه","Noun"
"تباه شوې","Verb"
"تباه شوې","Abbreviation"
"دوڼه","Abbreviation"
"دولت","Abbreviation"
"ژرندګړی","Noun"
"شيطان ډوله کس","Noun"
"شرير کس","Noun"
"غيرسياسي","Adjective"
"پلټل","Verb"
"ليونی","Adjective"
"خورول","Verb"
"غلا","Verb"
"توري","Noun"
"خپرونه","Noun"
"ډيره مننه","Adjective"
"جنوبۍ پشتونخوا","Abbreviation"
"صوجي","Noun"
"استوزه","Noun"
"غړی","Noun"
"د مرغه شيدي","Abbreviation"
"بيسکټ","Abbreviation"
"مړۍ","Abbreviation"
"ريشتيا","Abbreviation"
"حقيقت","Abbreviation"
"چاپيريال","Abbreviation"
"چارواکي","Noun"
"چارواک","Noun"
"هوښ","Abbreviation"
"تګلاره","Abbreviation"
"شتون","Abbreviation"
"اړه","Abbreviation"
"تفریح","Noun"
"ځاځمن","Adjective"
"ځاځمنه","Adjective"
"مدني سرغړونې","Abbreviation"
"مدني ټولنه","Abbreviation"
"ژړوبه","Abbreviation"
"رسنۍ","Abbreviation"
"شتمنۍ","Abbreviation"
"زغم","Abbreviation"
"الوتکه","Noun"
"تور لګول","Noun"
"ځمکه","Noun"
"عابد","Verb"
"عادل","Verb"
"عالم","Noun"
"عالم","Noun"
"يبي اتل","Noun"
"يبي هېواد","Noun"
"يبي ځواک","Noun"
"وټیزه ستونزه","Noun"
"وټیز","Adjective"
"وټه","Noun"
"وټيزه","Adjective"
"سولمن","Adjective"
"وودي","Abbreviation"
"وودي","Noun"
"ښاغلی","ProNoun"
"راکم","Abbreviation"
"دليل ويل","Abbreviation"
"شکايت","Abbreviation"
"نياوتوني","Adjective"
"نياوتوني سمښت","Noun"
"زياتون","Noun"
"پس","Adverb"
"دغه پس","Adverb"
"په ما پسې","Adverb"
"را پسې","Adverb"
"در پسې","Adverb"
"ور پسې","Adverb"
"همنوږي پالان","Noun"
"تپيدل","Abbreviation"
"پاپړتګ کول","Abbreviation"
"پاپړمزال کول","Abbreviation"
"تازا","Abbreviation"
"لاټ","Abbreviation"
"راسيدول","Abbreviation"
"راسيد","Abbreviation"
"له سره","Abbreviation"
"لاريون","Noun"
"ځوريدل","Abbreviation"
"بدلون","Abbreviation"
"پوښتنه","Abbreviation"
"تنګ","Abbreviation"
"تيرول","Abbreviation"
"قتل عام","Abbreviation"
"بي نومه","Abbreviation"
"يرغل","Abbreviation"
"بلا","Abbreviation"
"لمړي مقرار شوي","Abbreviation"
"مودير","Abbreviation"
"مشر","Abbreviation"
"تاثير لرل","Abbreviation"
"په تشريح ډول","Abbreviation"
"ليدل","Abbreviation"
"ليدا","Abbreviation"
"يو ځايي","Abbreviation"
"يو ځاي","Abbreviation"
"په ځير ليدل","Abbreviation"
"کنډوالي","Noun"
"نښتر","Noun"
"بي ترفه","Adverb"
"رګ","Noun"
"اشاره كول","Verb"
"رجوع كول","Verb"
"الوتل","Verb"
"پټول","Verb"
"يادوونی","Adjective"
"ګوتڅنډنه","Noun"
"دپكه","Noun"
"بایلل","Verb"
"ګړدود","Noun"
"ګړدودونه","Noun"
"تباه شوې","Verb"
"تباه شوې","Abbreviation"
"دوڼه","Abbreviation"
"غریو","Noun"
"غونډال","Noun"
"دواڼه","ProNoun"
"ښېګڼه","Noun"
"خلوص","Noun"
"زولنې","Noun"
"ولچک","Noun"
"ملګرې","Noun"
"ژوندۍ","Adjective"
"دړ","Noun"
"کارونه","Noun"
"کارول","Verb"
"شومپړک","Noun"
"مياشتې","Noun"
"مالک","Noun"
"ومبارک سئ","Sentence"
"ننګيالۍ","Adjective"
"نوړز","Noun"
"ګاڼه","Noun"
"نهې","Noun"
"زرک","Abbreviation"
"خو","Adverb"
"هيوادوال","Noun"
"خوښول","Verb"
"پېسبوک پاڼه","Noun"
"سرليک","Noun"
"ګروه","Noun"
"کوټه","Noun"
"پښه","Noun"
"پښي","Noun"
"وچ","Adjective"
"ګرم","Abbreviation"
"ناوړه ښځه","Noun"
"موږک","Abbreviation"
"موږکان","Noun"
"چاودنه","Noun"
"مڼي","Noun"
"څلوڼا","Abbreviation"
"ګنډکپ","Noun"
"ګنډکپان","Noun"
"چکا او ماستا","Abbreviation"
"سيندګی","Noun"
"کفشناسى","Noun"
"خوږ غاړی","Noun"
"خوږ غاړې","Noun"
"ګچ","Abbreviation"
"د پام وړ","Abbreviation"
"عمر","Noun"
"ناصافه","Abbreviation"
"برېت","Noun"
"سروښت","Noun"
"بريالی","Adjective"
"احساس ،جذبات، احساسات","Abbreviation"
"قضیه ، د مړنی پیشه","Abbreviation"
"کوټه","Noun"
"پښه","Noun"
"پښي","Noun"
"وچ","Adjective"
"ګرم","Abbreviation"
"ناوړه ښځه","Noun"
"موږک","Abbreviation"
"موږکان","Noun"
"چاودنه","Noun"
"مڼي","Noun"
"څلوڼا","Abbreviation"
"ګنډکپ","Noun"
"ګنډکپان","Noun"
"چکا او ماستا","Abbreviation"
"سيندګی","Noun"
"کفشناسى","Noun"
"خوږ غاړی","Noun"
"خوږ غاړې","Noun"
"ګچ","Abbreviation"
"د پام وړ","Abbreviation"
"عمر","Noun"
"ناصافه","Abbreviation"
"برېت","Noun"
"سروښت","Noun"
"بريالی","Adjective"
"احساس ،جذبات، احساسات","Abbreviation"
"قضیه ، د مړنی پیشه","Abbreviation"
"نیزدی،وړاندی،نیژدی","Abbreviation"
"تعمیم ،ویش،توزیع","Abbreviation"
"تجربه","Abbreviation"
"لټنه، ګرځیدل","Abbreviation"
"په حال کی","Abbreviation"
"انشاالله","Abbreviation"
"تښل","Abbreviation"
"هغه كټكى (كټكى)چه په كليسا كښى پرى عبادت كوونكى كشينى: اوږده چوكۍ","Abbreviation"
"پېچل، تاوول، مروړل، ګډوډول : تاوېدل، ګډوډېدل، مغلق كول.","Abbreviation"
"بې ځايه پوښتنه،بې ارتباطه پوښتنه،له موضوع دباندې پوښتنه","Abbreviation"
"بې ارتباطه","Adjective"
"لایق","Verb"
"شوګيره","Noun"
"قاضي","Noun"
"جومات","Noun"
"مزدك","Noun"
"ناشناس","Adjective"
"بیګانه","Adjective"
"روڼوالى","Noun"
"برسېر","Noun"
"خنځير","Noun"
"ځیرک","Adjective"
"هوښیار","Adjective"
"خصي کول","Verb"
"شنډول","Verb"
"زندان","Noun"
"څړيکه","Noun"
"وراسته","Noun"
"استعفا ورکول ","Verb"
"د نياو غورځنګ","Noun"
"خوله","Noun"
"کوګ","Abbreviation"
"معلومات","Abbreviation"
"فکر","Abbreviation"
"دڅنګ تاثير","Abbreviation"
"بي اتباره","Abbreviation"
"ځانتیا","Abbreviation"
"شرمناک","Abbreviation"
"لانجه کول","Abbreviation"
"دليل ويل","Abbreviation"
"اجرام","Abbreviation"
"کحار","Noun"
"انسان","Abbreviation"
"چوپل","Verb"
"ميندې","Noun"
"پپه","Noun"
"ولسي هېواديز ګوند","Noun"
"کړتې","Noun"
"ستاينوم","Noun"
"خوراک کول","Sentence"
"وضاحت اوکه","Abbreviation"
"سوچ / فکر کول","Abbreviation"
"سامان","Abbreviation"
"زیرتعمير","Abbreviation"
"ممنوع","Abbreviation"
"سگرېټ څکل ممنوع دي","Sentence"
"تفتیش/جانچ پړتال","Abbreviation"
"ګاړي اودرول ممنوع دي","Sentence"
"دکاندار","Abbreviation"
"جريده نگار","Abbreviation"
"زبردست","Abbreviation"
"پیکه","Abbreviation"
"بد ترین","Abbreviation"
"بدگوزاره","Adjective"
"د ورځي وخت","Abbreviation"
"دشپې وخت","Abbreviation"
"ثانيه","Abbreviation"
"مارچ","Abbreviation"
"اپريل","Abbreviation"
"جولاى","Abbreviation"
"اګست","Abbreviation"
"اکتوبر","Abbreviation"
"نومبر","Abbreviation"
"ديسمبر","Abbreviation"
"په ګوټ کی","Abbreviation"
"ليلام","Noun"
"تاسو  سره په ملاویدو ډیر خوشاله شوم","Sentence"
"بخښنه غواړم","Abbreviation"
"هیله لرم","Abbreviation"
"په مخه مو شه","Sentence"
"حسن او حسين","Abbreviation"
"صفره","Abbreviation"
"لومړۍ خور","Abbreviation"
"دوهمه خور","Abbreviation"
"دريمه خور","Abbreviation"
"څلورمه خور","Abbreviation"
"خداى مياشت","Abbreviation"
"برات","Abbreviation"
"روژه","Abbreviation"
"کمکى اختر","Abbreviation"
"منځوۍ","Abbreviation"
"لوى اختر","Abbreviation"
"اوبه شته","Noun"
"اوبه شته ؟","Sentence"
"اوبه نشته","Sentence"
"شنده","Noun"
"کوډه","Noun"
"کوډې","Noun"
"پلا","Noun"
"پلا کول","Verb"
"اپله دې پله","Adverb"
"اخوا دې خوا","Adverb"
"اخوا","Adverb"
"شونډې","Noun"
"مچه","Noun"
"باچخه","Noun"
"ستنې","Noun"
"کنري","Noun"
"كټمير (قمرى)","Noun"
"امریکايي کرکس","Noun"
"چرچڼه","Noun"
"سايره","Noun"
"باز","Noun"
"شیڼ ټاغی","Noun"
"کوتره","Noun"
"ماهي خوړونکی مرغه","Noun"
"کارغه","Noun"
"بلبل","Noun"
"باز، باښه","Noun"
"پلیکان","Noun"
"کونګ","Noun"
"بټيير","Noun"
"مچ خورکه(یوډول امریکائي مرغۍ)","Noun"
"کرکس","Noun"
"هيلۍ یا مُرغابۍ","Noun"
"چتكى","Noun"
"کب ( ماهى ) خوړونكى ( مرغه )","Noun"
"پنگوئن (سمندرِي مارغه چې لنډې پښې لري او الوتلای نشي)","Noun"
"لګ لګ","Noun"
"شترمرغ","Noun"
"توتي، طوطي","Noun"
"نندارغالي","Noun"
"ښارو","Noun"
"درملنه","Noun"
"بښنه","Noun"
"بښل","Verb"
"ګنې","Noun"
"ګني","Noun"
"درملګر","Noun"
"هڅه","Noun"
"ګړګړو","Noun"
"اډرکی","Noun"
"پسکۍ","Noun"
"ټيز","Noun"
"يماتو","Noun"
"پانګه اچول","Verb"
"پانګه اچونه","Noun"
"ترهګر","Noun"
"ترهګره","Noun"
"ترهګران","Noun"
"ځانوژنه","Noun"
"ځان مرګی بريد","Noun"
"ځان مرګي بريدونه","Noun"
"ګاڼه کول","Verb"
"ټوکې","Noun"
"هسک","Noun"
"غوجل","Noun"
"غويى","Noun"
"پوهان","Noun"
"باسۍ","Noun"
"ګوښکه","Noun"
"پنځونه","Noun"
"پنځول","Verb"
"کړکېچ","Adverb"
"نا څاپه","Noun"
"پوځي سر لښکر","Noun"
"ږغ ډوبلې","Noun"
"برېښنا زېږوونکی","Noun"
"ویاند","Noun"
"مخ کښ","Noun"
"مصرف کول، کارول","Noun"
"لمونځ","Noun"
"ولسمشر","Noun"
"اوغان","Noun"
"اپغان","Noun"
"ډیوه","Noun"
"لرګی","Noun"
"لرګي","Noun"
"ښه راغلاست","Noun"
"څوار","Noun"
"لوستليکی","Noun"
"ليکاڼی","Noun"
"واوره وريږي","Sentence"
"واوره ورېده","Sentence"
"شيګره","Noun"
"پای ته رسول","Verb"
"پای ته رسېدل","Verb"
"پيل","Noun"
"اسپې","Noun"
"پيل کول","Verb"
"پرښته","Noun"
"پښېماني","Noun"
"پښېمانېدل","Verb"
"بانګ","Noun"
"پېری","Noun"
"پېرۍ","Noun"
"مولا","Noun"
"پېريان","Noun"
"چڼی","Noun"
"چڼي","Noun"
"د دې کتاب په رڼا کې","Sentence"
"ساډوبي","Noun"
"ګوند","Noun"
"هېوادي جرګه","Noun"
"پلاوی","Abbreviation"
"پا مخا دي خا","Abbreviation"
"څرګندونه","Noun"
"توري","Noun"
"موسیقي","Noun"
"زمری","Noun"
"دروغ","Noun"
"د دروغو مزل لنډ وي","Sentence"
"دود","Noun"
"په اړه","Adverb"
"زیاتول","Verb"
"پاکول","Verb"
"پیشۍ","Noun"
"نوم","Noun"
"کړ","Noun"
"وتل","Verb"
"دننه کیدل","Verb"
"ننوتل","Verb"
"یادول","Verb"
"لوبڅار","Noun"
"غونډله","Noun"
"کلچې","Noun"
"سپین زر","Noun"
"ژاوله","Noun"
"چاکلېټ","Noun"
"د امریکا متحده ایالات","Noun"
"ولسي وګړي","Noun"
"ولسي وګړی","Noun"
"د چټکه خوړو رستورانت","Noun"
"چټکه خواړه","Noun"
"کتابتون","Noun"
"آب","Noun"
"آبادول","Verb"
"آبباز","Noun"
"آببازي","Noun"
"امامباړه","Noun"
"ابتري","Abbreviation"
"ابترول","Verb"
"ابترېدل","Verb"
"ابره","Noun"
"آبداري","Noun"
"وينګ","Noun"
"ويل","Verb"
"ویل","Verb"
"خراسان","Noun"
"خړپېدل","Verb"
"ڼوڼۍ","Noun"
"نوړۍ","Noun"
"نمړۍ","Noun"
"زمري","Noun"
"نام","Noun"
"ښکل","Verb"
"ساګانې","Noun"
"ننوځـ","Verb"
"راکښل","Verb"
"راکاږ","Verb"
"راښکل","Verb"
"ځغلېدل","Verb"
"ځغلېدونکی","Noun"
"ځغلېدونکې","Abbreviation"
"ځغلېدونکي","Abbreviation"
"نندارغالی","Noun"
"ورېدل","Verb"
"تله","Verb"
"ګرزېدل","Verb"
"ګرز","Verb"
"زړګی","Noun"
"زړګی مې وریت شو","Idiom"
"زغردتوب","Noun"
"امېد","Noun"
"وزیرستان","Noun"
"څمول","Noun"
"څوټک","Abbreviation"
"ودرېږه","Verb"
"ودرېږئ","Verb"
"ملاتړ","Noun"
"خدای دې تل خوشاله ساته","Sentence"
"جلا جلاله","Idiom"
"قران","Noun"
"خدای مه زباته","Sentence"
"زه به جنت ته د پښتو سره ځم","Idiom"
"لړځېدل","Verb"
"همنوږي پالنه","Noun"
"بېشکه","Idiom"
"وڼا","Abbreviation"
"وڼا","Noun"
"میر علي","Noun"
"نندار","Noun"
"نندارغاړی","Noun"
"سندرغاړې","Noun"
"یم","Verb"
"یمه","Verb"
"یو","Verb"
"یې","Verb"
"یئ","Verb"
"دی","Verb"
"دي","Verb"
"وم","Verb"
"وو","Verb"
"وې","Verb"
"و","Verb"
"ده","Verb"
"ول","Verb"
"وه","Verb"
"واست","Verb"
"یاست","Verb"
"دروغ ويل","Verb"
"رښتيا ويل","Verb"
"کېږدل","Verb"
"ږدل","Verb"
"غرڅنی","Noun"
"غرڅسنۍ","Noun"
"بېلا بېل","Adverb"
"زیاتره","Noun"
"ارزښتمن","Adjective"
"شین چای","Noun"
"اصراركول","Verb"
"لمريزه/نوريزه  تخته","Noun"
"ژګاګ","Noun"
"راښکون ځواک","Noun"
"شنونكې","Noun"
"شکوڼ","Noun"
"شمېرونکی","Noun"
"پرات","Noun"
"سا اخستونکی","Noun"
"کاپيوره","Noun"
"نوريز","Adjective"
"تالره","Idiom"
"هسې","Idiom"
"واړه","ProNoun"
"ګیاه","Noun"
"پاوانده","Noun"
"سرچینه","Noun"
"برخليک","Noun"
"ډېرګړی","Noun"
"ژوی","Noun"
"ژوې","Noun"
"ژوي","Noun"
"کوګۍ","Noun"
"کوګۍ راکول","Verb"
"کوګۍ راکه","Sentence"
"بیلاد","Noun"
"منندوی","Adjective"
"منندويه","Adjective"
"زه دې نه زباتم هسې مې مزغو ته خبره راغله او مې در ته ووی","Sentence"
"ښه زار شم","Idiom"
"ېرترا","Noun"
"ګبوټي","Noun"
"ګړګړو بابا","Noun"
"هڅې","Noun"
"د دې  اړتيا څه وه","Sentence"
"ستا ور ته اړتيا شتې ؟","Sentence"
"لومړی/ړومبی کار پيل که","Sentence"
"سوکاله","Adjective"
"سټيل","Noun"
"سټيل","Noun"
"پړانګان","Noun"
"غلۀ","Noun"
"خرۀ","Noun"
"شنۀ","Adjective"
"شنه","Adjective"
"شنې","Adjective"
"چړې","Noun"
"لېوۀ","Noun"
"بنګ","Noun"
"تراخۀ","Adjective"
"ستونزمن","Adjective"
"ستونزمنه","Adjective"
"سپارښتنه","Noun"
"نړيوال جام","Noun"
"ګاډی","Noun"
"ګاډي","Noun"
"بیرنی خبر","Noun"
"پر/په بډ","Preposition"
"بدي شي","Participles"
"زما بدي شي","Sentence"
"بدي شي","Participles"
"تلل","Verb"
"کاپيورې","Noun"
"لنډپاری","Adjective"
"تاپه","Noun"
"سنځله","Abbreviation"
"ياماتو","Noun"
"غړيتوب","Noun"
"خپه مه شې","Sentence"
"د روغې تړون","Noun"
